url_length,hostname_length,path_length,query_length,count_dots,count_hyphens,count_underscores,count_slashes,count_at,count_question,count_equals,count_ampersand,count_percent,count_digits,count_letters,digit_ratio,is_https,has_ip,has_port,subdomain_count,has_phish_keyword,suspicious_tld,is_shortened,double_slash_in_path,hyphen_in_domain,entropy_hostname,entropy_path,query_param_count,has_fragment,dots_in_hostname,digit_only_subdomain,special_char_density,domain_age_days,is_new_domain,whois_available,domain_country,has_privacy_guard,dns_resolves,label
49,34,8,0,1,2,0,3,0,0,0,0,0,0,42,0.0,0,0,0,0,1,1,0,0,1,3.9003,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
44,13,9,14,4,0,0,3,0,1,2,1,0,12,20,0.2727272727272727,0,1,0,2,1,0,0,0,0,2.2878,2.9477,2,0,3,1,0.0,-1,0,0,0,0,0,1
25,6,11,0,1,0,0,4,0,0,0,0,0,0,19,0.0,1,0,0,0,0,0,0,0,0,2.585,3.0958,0,0,1,0,0.0,-1,0,0,0,0,0,0
45,28,10,0,1,2,0,3,0,0,0,0,0,0,38,0.0,0,0,0,0,1,1,0,0,1,3.9408,2.9219,0,0,1,0,0.0,-1,0,0,0,0,0,1
36,18,10,0,2,0,0,4,0,0,0,0,0,0,29,0.0,1,0,0,1,0,0,0,0,0,3.4613,2.9219,0,0,2,0,0.0,-1,0,0,0,0,0,0
42,27,8,0,1,2,0,3,0,0,0,0,0,0,35,0.0,0,0,0,0,0,1,0,0,1,3.9582,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
54,16,30,0,2,0,0,5,0,0,0,0,0,0,46,0.0,1,0,0,1,0,0,0,0,0,3.3278,3.8477,0,0,2,0,0.0,-1,0,0,0,0,0,0
45,30,8,0,1,2,0,3,0,0,0,0,0,0,38,0.0,0,0,0,0,0,1,0,0,1,3.9232,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
35,11,16,0,2,0,0,4,0,0,0,0,0,0,28,0.0,1,0,0,1,0,0,0,0,0,2.4817,3.5,0,0,2,0,0.0,-1,0,0,0,0,0,0
27,14,5,0,2,0,0,3,0,0,0,0,0,0,21,0.0,1,0,0,1,0,0,0,0,0,2.8074,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
40,26,7,0,1,2,0,3,0,0,0,0,0,0,33,0.0,0,0,0,0,1,1,0,0,1,4.162,2.2359,0,0,1,0,0.0,-1,0,0,0,0,0,1
41,28,6,0,1,2,0,3,0,0,0,0,0,0,34,0.0,0,0,0,0,1,1,0,0,1,3.9947,2.585,0,0,1,0,0.0,-1,0,0,0,0,0,1
39,17,14,0,2,1,0,4,0,0,0,0,0,0,31,0.0,1,0,0,1,1,0,1,0,0,3.1751,3.2359,0,0,2,0,0.0,-1,0,0,0,0,0,0
27,18,1,0,2,0,0,3,0,0,0,0,0,0,21,0.0,1,0,0,1,0,0,0,0,0,3.4613,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
48,34,7,0,1,3,0,3,0,0,0,0,0,0,40,0.0,0,0,0,0,1,1,0,0,1,3.9398,2.5216,0,0,1,0,0.0,-1,0,0,0,0,0,1
43,28,8,0,1,2,0,3,0,0,0,0,0,0,36,0.0,0,0,0,0,1,1,0,0,1,3.8518,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
37,14,15,0,2,0,0,4,0,0,0,0,0,0,30,0.0,1,0,0,1,1,0,0,0,0,3.0391,3.3736,0,0,2,0,0.0,-1,0,0,0,0,0,0
39,24,8,0,1,2,0,3,0,0,0,0,0,0,32,0.0,0,0,0,0,0,1,0,0,1,3.8239,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
55,30,7,10,1,2,0,3,0,1,1,0,0,0,46,0.0,0,0,0,0,1,1,0,0,1,3.7899,2.8074,1,0,1,0,0.0,-1,0,0,0,0,0,1
20,11,1,0,1,0,0,3,0,0,0,0,0,0,15,0.0,1,0,0,0,0,0,0,0,0,3.0958,-0.0,0,0,1,0,0.0,-1,0,0,0,0,0,0
32,12,12,0,2,0,0,4,0,0,0,0,0,0,25,0.0,1,0,0,1,0,0,0,0,0,3.085,3.4183,0,0,2,0,0.0,-1,0,0,0,0,0,0
52,29,16,0,1,2,0,3,0,0,0,0,0,0,45,0.0,0,0,0,0,1,1,0,0,1,3.768,3.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
36,14,14,0,2,0,0,4,0,0,0,0,0,0,29,0.0,1,0,0,1,0,0,1,0,0,3.182,3.0391,0,0,2,0,0.0,-1,0,0,0,0,0,0
54,28,7,11,1,2,0,3,0,1,1,0,0,0,45,0.0,0,0,0,0,1,1,0,0,1,3.8963,2.2359,1,0,1,0,0.0,-1,0,0,0,0,0,1
46,32,7,0,4,0,0,3,0,0,0,0,0,0,38,0.0,0,0,0,3,1,1,0,0,0,4.1639,2.2359,0,0,4,0,0.0,-1,0,0,0,0,0,1
40,19,13,0,2,1,0,5,0,0,0,0,0,0,31,0.0,1,0,0,1,1,0,1,0,0,3.5766,3.027,0,0,2,0,0.0,-1,0,0,0,0,0,0
28,15,5,0,2,0,0,3,0,0,0,0,0,0,22,0.0,1,0,0,1,0,0,1,0,0,3.3232,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
43,29,7,0,1,2,0,3,0,0,0,0,0,0,36,0.0,0,0,0,0,1,1,0,0,1,3.9614,2.5216,0,0,1,0,0.0,-1,0,0,0,0,0,1
23,14,1,0,2,0,0,3,0,0,0,0,0,0,17,0.0,1,0,0,1,0,0,0,0,0,3.182,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
35,14,13,0,2,0,0,4,0,0,0,0,0,5,23,0.14285714285714285,1,0,0,1,1,0,0,0,0,2.8963,3.5466,0,0,2,0,0.0,-1,0,0,0,0,0,0
50,36,7,0,1,2,0,3,0,0,0,0,0,0,43,0.0,0,0,0,0,1,1,0,0,1,3.882,2.8074,0,0,1,0,0.0,-1,0,0,0,0,0,1
28,15,5,0,2,0,0,3,0,0,0,0,0,0,22,0.0,1,0,0,1,0,0,0,0,0,3.3232,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
49,28,6,7,1,2,0,3,0,1,1,0,0,0,40,0.0,0,0,0,0,1,1,0,0,1,3.8518,2.2516,1,0,1,0,0.0,-1,0,0,0,0,0,1
63,29,5,21,1,2,0,3,0,1,2,1,0,7,45,0.1111111111111111,0,0,0,0,1,1,0,0,1,3.7883,2.3219,2,0,1,0,0.0,-1,0,0,0,0,0,1
20,11,1,0,1,0,0,3,0,0,0,0,0,0,15,0.0,1,0,0,0,0,0,0,0,0,3.2776,-0.0,0,0,1,0,0.0,-1,0,0,0,0,0,0
52,28,17,0,3,1,0,4,0,0,0,0,0,0,43,0.0,0,0,0,2,1,1,0,0,1,3.8963,3.4992,0,0,3,0,0.0,-1,0,0,0,0,0,1
56,24,6,18,1,2,0,3,0,1,2,1,0,0,45,0.0,0,0,0,0,1,1,0,0,1,3.6887,2.585,2,0,1,0,0.0,-1,0,0,0,0,0,1
32,13,11,0,2,0,0,4,0,0,0,0,0,0,25,0.0,1,0,0,1,0,0,0,0,0,2.8731,2.914,0,0,2,0,0.0,-1,0,0,0,0,0,0
40,16,16,0,1,1,0,5,0,0,0,0,0,0,32,0.0,1,0,0,0,0,0,0,0,1,3.75,3.3278,0,0,1,0,0.0,-1,0,0,0,0,0,0
25,16,1,0,2,0,0,3,0,0,0,0,0,0,19,0.0,1,0,0,1,0,0,1,0,0,3.3278,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
56,22,5,21,1,2,0,3,0,1,2,1,0,0,45,0.0,0,0,0,0,1,1,0,0,1,3.7322,2.3219,2,0,1,0,0.0,-1,0,0,0,0,0,1
63,31,6,18,1,3,0,3,0,1,1,0,0,9,44,0.14285714285714285,0,0,0,0,1,1,0,0,1,4.0826,2.585,1,0,1,0,0.0,-1,0,0,0,0,0,1
33,15,10,0,2,0,0,6,0,0,0,0,0,1,23,0.030303030303030304,1,0,0,1,0,0,0,0,0,3.0566,2.5219,0,0,2,0,0.0,-1,0,0,0,0,0,0
34,13,13,0,2,1,0,3,0,0,0,0,0,0,27,0.0,1,0,0,1,0,0,0,0,0,2.6612,3.7004,0,0,2,0,0.0,-1,0,0,0,0,0,0
54,24,11,11,1,2,0,3,0,1,1,0,0,3,42,0.05555555555555555,0,0,0,0,0,1,0,0,1,3.8554,2.914,1,0,1,0,0.0,-1,0,0,0,0,0,1
33,17,8,0,2,0,0,4,0,0,0,0,0,1,25,0.030303030303030304,1,0,0,1,0,0,0,0,0,2.9842,2.75,0,0,2,0,0.0,-1,0,0,0,0,0,0
39,26,6,0,1,2,0,3,0,0,0,0,0,0,32,0.0,0,0,0,0,1,1,0,0,1,3.9501,2.585,0,0,1,0,0.0,-1,0,0,0,0,0,1
53,22,6,17,1,3,0,3,0,1,2,1,0,8,33,0.1509433962264151,0,0,0,0,0,1,0,0,1,4.0615,2.585,2,0,1,0,0.0,-1,0,0,0,0,0,1
43,30,6,0,1,2,0,3,0,0,0,0,0,0,36,0.0,0,0,0,0,0,1,0,0,1,3.5647,2.2516,0,0,1,0,0.0,-1,0,0,0,0,0,1
45,21,6,10,1,2,0,3,0,1,1,0,0,1,35,0.022222222222222223,0,0,0,0,0,1,0,0,1,3.9161,2.2516,1,0,1,0,0.0,-1,0,0,0,0,0,1
37,19,10,0,2,0,0,4,0,0,0,0,0,0,30,0.0,1,0,0,1,0,0,0,0,0,3.4316,3.1219,0,0,2,0,0.0,-1,0,0,0,0,0,0
56,29,7,12,1,2,0,3,0,1,1,0,0,8,39,0.14285714285714285,0,0,0,0,1,1,0,0,1,4.0044,2.2359,1,0,1,0,0.0,-1,0,0,0,0,0,1
51,36,8,0,1,3,0,3,0,0,0,0,0,0,43,0.0,0,0,0,0,1,1,0,0,1,4.0067,3.0,0,0,1,0,0.0,-1,0,0,0,0,0,1
34,13,13,0,2,0,0,4,0,0,0,0,0,0,27,0.0,1,0,0,1,0,0,0,0,0,3.027,3.1808,0,0,2,0,0.0,-1,0,0,0,0,0,0
40,18,14,0,2,0,0,5,0,0,0,0,0,0,32,0.0,1,0,0,1,0,0,0,0,0,3.3502,3.182,0,0,2,0,0.0,-1,0,0,0,0,0,0
38,25,6,0,1,3,0,3,0,0,0,0,0,0,30,0.0,0,0,0,0,0,1,0,0,1,4.0235,2.585,0,0,1,0,0.0,-1,0,0,0,0,0,1
48,24,6,10,1,2,0,3,0,1,1,0,0,0,39,0.0,0,0,0,0,0,1,0,0,1,3.835,2.2516,1,0,1,0,0.0,-1,0,0,0,0,0,1
44,14,22,0,2,0,0,5,0,0,0,0,0,0,36,0.0,1,0,0,1,0,0,0,0,0,3.0391,3.4817,0,0,2,0,0.0,-1,0,0,0,0,0,0
51,29,15,0,1,3,0,4,0,0,0,0,0,0,42,0.0,0,0,0,0,1,1,0,0,1,3.8573,3.3736,0,0,1,0,0.0,-1,0,0,0,0,0,1
31,22,1,0,2,0,0,3,0,0,0,0,0,0,25,0.0,1,0,0,1,0,0,0,0,0,3.7544,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
58,31,6,13,1,3,0,3,0,1,1,0,0,3,45,0.05172413793103448,0,0,0,0,1,1,0,0,1,3.8403,2.585,1,0,1,0,0.0,-1,0,0,0,0,0,1
36,18,10,0,2,0,0,4,0,0,0,0,0,0,29,0.0,1,0,0,1,0,0,0,0,0,3.5724,2.9219,0,0,2,0,0.0,-1,0,0,0,0,0,0
57,23,8,18,1,2,0,3,0,1,2,1,0,4,42,0.07017543859649122,0,0,0,0,1,1,0,0,1,3.5884,3.0,2,0,1,0,0.0,-1,0,0,0,0,0,1
38,22,8,0,3,0,0,5,0,0,0,0,0,2,27,0.05263157894736842,1,0,0,1,0,0,1,0,0,3.6069,2.4056,0,0,2,0,0.0,-1,0,0,0,0,0,0
27,18,1,0,2,1,0,3,0,0,0,0,0,0,20,0.0,1,0,0,1,0,0,0,0,1,3.6835,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
44,13,23,0,2,1,0,5,0,0,0,0,0,0,35,0.0,1,0,0,1,0,0,0,0,0,3.027,3.6425,0,0,2,0,0.0,-1,0,0,0,0,0,0
28,14,6,0,2,0,0,3,0,0,0,0,0,0,22,0.0,1,0,0,1,1,0,0,0,0,3.3249,2.585,0,0,2,0,0.0,-1,0,0,0,0,0,0
60,26,5,21,1,2,0,3,0,1,2,1,0,5,44,0.08333333333333333,0,0,0,0,0,1,0,0,1,3.5074,2.3219,2,0,1,0,0.0,-1,0,0,0,0,0,1
49,23,8,10,1,2,0,3,0,1,1,0,0,3,37,0.061224489795918366,0,0,0,0,0,1,0,0,1,4.056,3.0,1,0,1,0,0.0,-1,0,0,0,0,0,1
58,29,8,13,1,2,0,3,0,1,1,0,0,8,41,0.13793103448275862,0,0,0,0,1,1,0,0,1,3.7975,2.75,1,0,1,0,0.0,-1,0,0,0,0,0,1
45,30,8,0,4,0,0,4,0,0,0,0,0,0,36,0.0,0,0,0,3,1,1,0,0,0,3.9647,2.5,0,0,4,0,0.0,-1,0,0,0,0,0,1
38,8,22,0,1,1,0,5,0,0,0,0,0,0,30,0.0,1,0,0,0,0,0,0,0,0,2.75,3.516,0,0,1,0,0.0,-1,0,0,0,0,0,0
43,28,8,0,1,2,0,3,0,0,0,0,0,0,36,0.0,0,0,0,0,0,1,0,0,1,3.7265,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
49,26,16,0,1,3,0,3,0,0,0,0,0,0,41,0.0,0,0,0,0,1,1,0,0,1,3.6714,3.625,0,0,1,0,0.0,-1,0,0,0,0,0,1
39,14,17,0,2,1,0,5,0,0,0,0,0,3,27,0.07692307692307693,1,0,0,1,0,0,0,0,0,2.8963,3.4548,0,0,2,0,0.0,-1,0,0,0,0,0,0
40,13,19,0,2,0,0,5,0,0,0,0,0,0,32,0.0,1,0,0,1,0,0,0,0,0,2.9312,3.4714,0,0,2,0,0.0,-1,0,0,0,0,0,0
41,27,7,0,1,2,0,3,0,0,0,0,0,0,34,0.0,0,0,0,0,1,1,0,0,1,4.0323,2.8074,0,0,1,0,0.0,-1,0,0,0,0,0,1
52,24,7,13,1,2,0,3,0,1,1,0,0,3,40,0.057692307692307696,0,0,0,0,1,1,0,0,1,3.7721,2.8074,1,0,1,0,0.0,-1,0,0,0,0,0,1
49,32,10,0,4,1,0,3,0,0,0,0,0,0,40,0.0,0,0,0,2,1,1,0,0,1,4.0778,3.1219,0,0,3,0,0.0,-1,0,0,0,0,0,1
41,25,9,0,1,3,0,3,0,0,0,0,0,0,33,0.0,0,0,0,0,0,1,0,0,1,4.0235,2.9477,0,0,1,0,0.0,-1,0,0,0,0,0,1
38,29,1,0,2,1,0,3,0,0,0,0,0,0,31,0.0,1,0,0,1,0,0,0,0,1,4.0473,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
42,19,15,0,2,0,0,4,0,0,0,0,0,0,35,0.0,1,0,0,1,0,0,1,0,0,3.7871,3.5069,0,0,2,0,0.0,-1,0,0,0,0,0,0
57,26,8,15,1,2,0,3,0,1,2,1,0,0,46,0.0,0,0,0,0,1,1,0,0,1,3.9501,3.0,2,0,1,0,0.0,-1,0,0,0,0,0,1
47,35,5,0,4,1,0,3,0,0,0,0,0,0,38,0.0,0,0,0,3,1,1,0,0,1,4.0004,2.3219,0,0,4,0,0.0,-1,0,0,0,0,0,1
35,14,13,0,2,1,0,4,0,0,0,0,0,0,27,0.0,1,0,0,1,0,0,0,0,0,3.0391,3.027,0,0,2,0,0.0,-1,0,0,0,0,0,0
33,15,10,0,1,0,0,4,0,0,0,0,0,0,27,0.0,1,0,0,0,0,0,0,0,0,3.4566,3.1219,0,0,1,0,0.0,-1,0,0,0,0,0,0
23,14,1,0,1,0,0,3,0,0,0,0,0,0,18,0.0,1,0,0,0,0,0,1,0,0,3.3249,-0.0,0,0,1,0,0.0,-1,0,0,0,0,0,0
